Neighborhood;Neighborhood Latitude;Neighborhood Longitude;Venue;Venue Latitude;Venue Longitude;Venue Category
Wallingford;47.6594631;-122.3343417;Seattle Public Library - Wallingford;47.66133723453185;-122.33875077772646;Library
Wallingford;47.6594631;-122.3343417;Glee Day Spa;47.66136733452927;-122.330525018341;Spa
Wallingford;47.6594631;-122.3343417;Durn Good Grocery;47.65568494838343;-122.33627263589828;Deli / Bodega
Wallingford;47.6594631;-122.3343417;metro bus stop # 29530;47.661430711497154;-122.33962248100605;Bus Station
Wallingford;47.6594631;-122.3343417;Route 31 | King County Metro;47.655582785042206;-122.33233519162921;Bus Line
Wallingford;47.6594631;-122.3343417;Route 30 | King County Metro;47.65558336733872;-122.3322734238408;Bus Line
West Seattle Junction;47.5709315;-122.3865166;Meeples Games;47.57049552649381;-122.3870395300307;Gaming Cafe
West Seattle Junction;47.5709315;-122.3865166;Olympia Coffee;47.569383752797684;-122.38668232353346;Coffee Shop
West Seattle Junction;47.5709315;-122.3865166;Prost - West Seattle;47.57349356885619;-122.38695929454755;Pub
West Seattle Junction;47.5709315;-122.3865166;West Seattle Runner;47.570362547475675;-122.38709026643363;Sporting Goods Shop
West Seattle Junction;47.5709315;-122.3865166;7-Eleven;47.5699082054124;-122.38731175661;Convenience Store
West Seattle Junction;47.5709315;-122.3865166;Spiro's Pizza & Pasta - West Seattle;47.57374402715254;-122.38695781300528;Pizza Place
West Seattle Junction;47.5709315;-122.3865166;WestCity Kitchen;47.57359610843145;-122.38700226468173;American Restaurant
West Seattle Junction;47.5709315;-122.3865166;Westcity Sardine Kitchen;47.573575;-122.387017;Mediterranean Restaurant
West Seattle Junction;47.5709315;-122.3865166;Domino's Pizza;47.574815781313305;-122.38641280147431;Pizza Place
West Seattle Junction;47.5709315;-122.3865166;Charlestown Street Cafe;47.569674253463745;-122.38647;Diner
West Seattle Junction;47.5709315;-122.3865166;Moxie Papergoods & Gifts;47.5687708100747;-122.386705;Arts & Crafts Store
West Seattle Junction;47.5709315;-122.3865166;Alair;47.573326;-122.386635;Gift Shop
West Seattle Junction;47.5709315;-122.3865166;little knits;47.574911285154094;-122.38686764694044;Arts & Crafts Store
West Seattle Junction;47.5709315;-122.3865166;barre3 West Seattle;47.57508928195679;-122.38676335086689;Gym / Fitness Center
West Seattle Junction;47.5709315;-122.3865166;Oh’s Sandwiches;47.575099;-122.386625;Sandwich Place
West Seattle Junction;47.5709315;-122.3865166;Small Clothes;47.57516711854289;-122.3869096512175;Kids Store
West Seattle Junction;47.5709315;-122.3865166;Dakota Place Park;47.566659205480825;-122.38719646627627;Park
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Taco Del Mar - Westwood;47.52134214446371;-122.36708964133223;Burrito Place
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Ulta Beauty;47.52196840255691;-122.36669717942254;Cosmetics Shop
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Marshalls;47.523326;-122.366146;Department Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Pet Pros;47.52239861505051;-122.36546542602241;Pet Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Toshi's Teriyaki;47.52252835121133;-122.36553718950809;Japanese Restaurant
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Giannoni's;47.521388673870895;-122.36702761174615;Pizza Place
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Massage Envy - West Seattle;47.5243272;-122.3654324;Spa
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Rite Aid;47.521422001914004;-122.36512023217074;Pharmacy
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Target;47.522043471793786;-122.36868927517237;Big Box Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Barnes & Noble;47.52206879028549;-122.3680219175866;Bookstore
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Starbucks;47.522233;-122.365665;Coffee Shop
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Subshop #182;47.52249850606511;-122.36549251136711;Sandwich Place
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Carter's;47.52218565505555;-122.3667311668396;Kids Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Chase Bank;47.521433;-122.369273;Bank
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Wingstop;47.52266589585501;-122.36679226681618;Wings Joint
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Vatsana Thai Restaurant;47.5226814987104;-122.36552782918457;Thai Restaurant
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Roxhill Park;47.52003686949426;-122.36942315978379;Playground
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Payless ShoeSource;47.5213774139457;-122.3667745454037;Shoe Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Redbox;47.521032;-122.36454;Video Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;GameStop;47.52163321158965;-122.36758018414386;Video Game Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Sally Beauty Supply;47.52134985834696;-122.3668843512796;Cosmetics Shop
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Bed Bath & Beyond;47.5231233;-122.366906;Furniture / Home Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;QFC;47.522092;-122.3659507;Supermarket
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Westwood Village;47.52168503191955;-122.36694950365943;Shopping Mall
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;24 Hour Fitness;47.52252592024569;-122.3662570911865;Gym / Fitness Center
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Barnes and Noble Cafe;47.521947703465045;-122.36815223366084;Coffee Shop
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Chicos;47.522656956992;-122.36666795712844;Women's Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;Sleep Country USA - West Seattle;47.52252986159741;-122.36673313880867;Mattress Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;State Liquor Store;47.523984355955754;-122.36530417291797;Liquor Store
Westwood Village / Roxhill-Highland Park;47.52207665;-122.367262362724;West Seattle Eye Clinic;47.52423330079932;-122.365660279151;Eye Doctor
Alcova Heights;38.8645566;-77.0972006;Redbox;38.86846;-77.097939;Video Store
Alcova Heights;38.8645566;-77.0972006;Burger King;38.86073734536436;-77.09486849606037;Fast Food Restaurant
Alcova Heights;38.8645566;-77.0972006;7-Eleven;38.868448951583815;-77.09706723690033;Convenience Store
Alcova Heights;38.8645566;-77.0972006;El Ranchero Migueleno;38.86075285033368;-77.09490642875895;Mexican Restaurant
Alcova Heights;38.8645566;-77.0972006;Alcova Heights Playground;38.86109762182888;-77.10080623626709;Playground
Alcova Heights;38.8645566;-77.0972006;Alcova Heights;38.86158595382979;-77.10147024907593;Basketball Court
Arlington Forest;38.8688556;-77.1130838;Crystal Thai;38.86760777456872;-77.11725011180502;Thai Restaurant
Arlington Forest;38.8688556;-77.1130838;Outback Steakhouse;38.86760997113004;-77.1174064753671;Steakhouse
Arlington Forest;38.8688556;-77.1130838;Subway;38.867888446632854;-77.11699607500843;Sandwich Place
Arlington Forest;38.8688556;-77.1130838;Sense of Place Café;38.86816493705109;-77.11694240570068;Café
Arlington Forest;38.8688556;-77.1130838;Bricks Pizza;38.867858490354045;-77.11695327271795;Pizza Place
Arlington Forest;38.8688556;-77.1130838;Arlington Forest Shopping Center;38.867698966637775;-77.1170691197402;Shopping Mall
Arlington Forest;38.8688556;-77.1130838;Fiesta Oriental Market;38.867671027913985;-77.11714085327007;Grocery Store
Arlington Heights;38.8695566;-77.0922005;Thomas Jefferson Community Center & Theatre;38.86975065720089;-77.09581122327315;School
